patentNumber,applicationNum,familyID,applicationDate,granted,grantDate,cpcClass,publicationItems,publicationDate,priorityNumber,language,ipc,title,abstract
EP0004641,EP79100942,6036671,"Thu, 29 Mar 1979",0,,"['B01D 3/009', 'C07C 51/56', 'C07C 51/567']","['EP 0004641 A2', 'EP 0004641 A3']","Wed, 17 Oct 1979",DE/2815541,de,"['B01D 3/00', 'C07B 31/00', 'C07B 41/10', 'C07C 51/56', 'C07C 51/567', 'C07C 67/00']",Process for preparing carboxylic anhydrides,Die Erfindung betrifft ein Verfahren zur abluft- und abwasserfreien Herstellung von Carbonsäureanhydriden wie Benzoesäureanhydrid und Pivalinsäureanhydrid aus den entsprechenden Carbonsäuren und Essigsäureanhydrid. Die Umsetzung wird erfindungsgemäß in einer bei Normaldruck oder vermindertem Druck kontinuierlich oder diskontinuierlich betriebenen Reaktions-Destillations-Apparatur (vgl. Fig. 1) unter gleichzeitiger Trennung der Reaktionsprodukte Carbonsäureanhydrid und Essigsäure durchgeführt.
EP0004642,EP79100944,6036506,"Thu, 29 Mar 1979",0,,"['C07C 255/00', 'C07D 319/08']",EP 0004642 A1,"Wed, 17 Oct 1979",DE/2815290,de,"['A01N 33/06', 'A01N 33/10', 'A01N 33/18', 'A01N 37/44', 'A01N 37/48', 'A01N 43/32', 'C07C 209/00', 'C07C 209/10', 'C07C 211/56', 'C07C 213/00', 'C07C 217/92', 'C07C 253/00', 'C07C 255/58', 'C07C 313/00', 'C07C 315/04', 'C07C 317/36', 'C07C 323/36', 'C07C 323/65', 'C07C 67/00', 'C07D 319/08']","Diaryl amines, process for their preparation and their use","Es wurden die Diarylamine der allgemeinen Formel 1 gefunden,
in welcher

A und B voneinander verschieden sind und für Trifluormethyl oder Nitro stehen,
n für eine ganze Zahl von 1 bis 5 steht und
R für gleiche oder verschiedene Reste aus der Gruppe Wasserstoff, Halogen, Cyan, Nitro, Alkyl, Halogenalkyl, Alkeknyl, Alkinyl, Alkoxy, Alkylmercapto, Alkylsulfonyl, Halogenal- 'koxy, Halogenalkylmercapto, Halogenalkylsulfonyl, Arytoxy, Arylmercapto steht,

wobei ortho-ständige Substituenten R gemeinsam mit den beiden angrenzenden C-Atomen des Phenylkerns einen gegebenenfalls halogensubstituierten Heterocyclus bilden können, 
und einschränkend gilt, dass Rn nicht 2,4,6-Trinitro, 2,6-Dinitro-4-cyan, 2,6-Dinitro-4-trifluormethyl oder 2,4-Dinitro-6-trifluormethyl bedeutet.

Die Diarylamine werden erhalten, wenn man

a) eine Verbindung der Formel (II)
in welcher

X für Fluor, Chlor oder Brom steht mit einem Anilin umsetzt, oder

b) ein Anilin der Formel (IV)
in welcher

A und B die oben angegebene Bedeutung haben, mit einer Verbindung der Formel (V)
umsetzt.



Die Diarylamine der Formel zeigen eine insektizide, akarizide, nematizide und fungizide Wirkung.

Diese Verbindungen enthaltende Zusammensetzungen und ihre Verwendung sind beschrieben."
EP0004643,EP79100945,6036517,"Thu, 29 Mar 1979",1,"Wed, 13 May 1981","['C01F 7/164', 'C01G 49/0036', 'C09C 1/0009', 'C09C 1/22', 'C09C 1/40', 'C09D 5/084']","['EP 0004643 A2', 'EP 0004643 A3', 'EP 0004643 B1']","Wed, 17 Oct 1979",DE/2815306,de,"['C01F 7/16', 'C01G 49/00', 'C09C 1/00', 'C09C 1/22', 'C09C 1/40', 'C09D 5/08']","Active anticorrosion pigments containing calcium oxide, aluminium oxide and iron oxide, process for their preparation and their use","Die vorliegende Erfindung betrifft Korrosionsschutzpigmente, bestehend aus 30,0 bis 2,0 Mol.-% Ca0 und 70,0 - 98,0 Mol-% Me203, wobei Me203 für (1 - X) Al2O3 und X Fe203 steht und X Werte von 0 bis 1 annehmen kann, ein Verfahren zu ihrer Herstellung durch Glühen der entsprechenden Metalloxide bei Temperaturen von 200 bis 1100°C in Gegenwart sauerstoffhaltiger und/oder inerter Gase und die Verwendung dieser Pigmente zur Herstellung von Korrosionsschutzanstrichen oder Korrosionsschutzlacken."
EP0004644,EP79100946,6036343,"Thu, 29 Mar 1979",0,,"['A01N 57/08', 'A61P 17/00', 'C07D 239/47', 'C07D 239/56', 'C07F 9/6512']","['EP 0004644 A2', 'EP 0004644 A3']","Wed, 17 Oct 1979",DE/2814984,de,"['A01N 57/08', 'A61K 31/675', 'A61P 17/00', 'C07D 239/46', 'C07D 239/56', 'C07F 9/6512']","Esters et esteramides d'acides pyrimidin(5)-yle-(thiono)(thiol)-phosphoriques(phosphoniques), leur procédé de préparation et leur utilisation comme insecticides et acaricides","Die Erfindung betrifft neue Pyrimidin(5)yl-(thiono)-(thiol)-phosphor(phosphon)-säureester bzw. -esteramide der Formel
in welcher

R für Alkyl,
R' für Alkyl, Aryl, Alkoxy, Alkylthio oder Alkylamino,
R2 für Wasserstoff oder Alkyl,
R3 für Alkyl,
X für Sauerstoff oder Schwefel und
Y für Sauerstoff, Schwefel oder Alkylamino steht.


Die neuen Verbindungen zeichnen sich durch starke insektizide und akarizide Wirksamkeit aus."
EP0004649,EP79100967,6036680,"Fri, 30 Mar 1979",1,"Wed, 07 Jan 1981",C12Q 1/34,"['EP 0004649 A2', 'EP 0004649 A3', 'EP 0004649 B1']","Wed, 17 Oct 1979",DE/2815555,de,"['C07C 231/00', 'C07C 231/12', 'C07C 231/14', 'C07C 233/47', 'C07C 233/49', 'C07C 233/82', 'C07C 67/00', 'C12Q 1/34', 'G01N 33/48']","Esters de N-carboxyacylamino acides, procédé pour leur préparation et leur utilisation","Neue Carboxyacylaminosäureester der Formel


worin X gegebenenfalls durch C, - C4 - Alkylsubstituiertes, geradkettiges C2. C4 - Alkylen oder Aikenylen oder gegebenenfalls substituiertes o-Phenylen,
Y gegebenenfalls substituiertes Phenyl oder Naphthyl und
Z gegebenenfalls durch Hydroxy substituiertes Phenyl oder Indolyl sind

eignen sich als chromogene Substrate zur kontinuierlichen und diskontinuierlichen Bestimmung von Enzymen mit chymotrypsinartiger Spezifität."
EP0004650,EP79100968,6036687,"Fri, 30 Mar 1979",1,"Wed, 29 Jan 1986","['A61K 31/44', 'A61P 25/28', 'A61P 9/08', 'C07D 211/90']","['EP 0004650 A1', 'EP 0004650 B1']","Wed, 17 Oct 1979",DE/2815578,de,"['A61K 31/44', 'A61K 31/445', 'A61K 31/455', 'A61K 47/38', 'A61P 25/28', 'A61P 9/08', 'C07D 211/90']","Usage de la 1,4-dihydro-2,6-diméthyl-4-(3-nitrophenyl)-3-beta-méthoxy ethylester-5-isopropylester-pyridine pour la préparation de médicaments ayant une activité cérébrale","Vorliegende Erfindung betrifft cerebralwirksame Arzneimittel enthaltend 1,4-Dihydro-2,6-dimethyl-4-(3'-nitrophenyl)pyridin-3-ß-methoxy-äthylester-5-isopropylester und ihre Verwendung als Cerebraltherapeutika."
EP0004894,EP79100981,6036841,"Sat, 31 Mar 1979",0,,"['C05D 9/02', 'C07F 17/02']",EP 0004894 A1,"Wed, 31 Oct 1979",DE/2815930,de,"['C05D 9/02', 'C07F 17/02']",Düngemittel zur Versorgung von Pflanzen mit Eisen,"Die Anmeldung betrifft Düngemittel, die das bekannte 3, 5, 5-Trimethylhexanoly-ferrocen der Formel
enthalten, sowie ihre Verwendung zur Verhinderung und Ausheilung von Eisenmangelkrankheiten bei Pflanzen."
EP0004895,EP79100982,6037103,"Sat, 31 Mar 1979",1,"Wed, 01 Apr 1981","['A01N 43/30', 'C07D 317/62', 'C07D 317/64']","['EP 0004895 A2', 'EP 0004895 A3', 'EP 0004895 B1']","Wed, 31 Oct 1979",DE/2816474,de,"['A01N 29/04', 'A01N 43/30', 'C07D 317/62', 'C07D 317/64']","Dichlorbenzodioxolderivate, Verfahren zu ihrer Herstellung und ihre Verwendung als Synergisten in insektiziden und akariziden Mitteln","Es wurden die neuen Dichlorbenzodixolderivate der Formel (I)


in welcher
R für Alkyl, Alkenyl, Aralkyl, Aryl, O-Alkyl. O-Alkeny-, O-Aralkyl oder O-Aryl steht,

gefunden.

Man erhält die neuen Dichlorbenzodioxolderivate. wenn man Benzodioxolderivate der Formel (la)
mit Sulfurylchlorid umsetzt.

Es wurde außerdem gefunden, daß die neuen Dichlorbenzodioxolderivate der Formel (I) die Wirkung von Carbamaten und/oder Carbonsäureestern und/oder Phosphorsäureestern und/oder Halogenalkanen synergistisch beeinflussen."
EP0004896,EP79100983,6036857,"Sat, 31 Mar 1979",1,"Wed, 20 May 1981",C07D 277/80,"['EP 0004896 A1', 'EP 0004896 B1']","Wed, 31 Oct 1979",DE/2815964,de,"['C07D 277/00', 'C07D 277/80', 'C07D 417/12']",Manufacture of 2 (morpholinothio) benzothiazole,"Verfahren zur Herstellung von 2-Benzthiazolylsulfensäuremorpholid in wäßrigem Medium, bei dem das in Form einer Suspension vorliegende Reaktionsgemisch unter Aufschmelzen des festen Reaktionsproduktes erhitzt, die Schmelzphase von der wäßrigen Phase abgetrennt wird und die in der Schmelzphase noch vorhandenen flüchtigen Anteile entfernt werden, wobei die Summe der Verweilzeiten nicht mehr als 15 Minuten beträgt."
EP0004652,EP79100984,6036735,"Sat, 31 Mar 1979",1,"Wed, 21 Oct 1981","['G11B 5/70657', 'G11B 5/70663', 'G11B 5/70668']","['EP 0004652 A2', 'EP 0004652 A3', 'EP 0004652 B1', 'EP 0004652 B2']","Wed, 17 Oct 1979",DE/2815712,de,"['C01G 49/00', 'C01G 49/02', 'C01G 49/06', 'C09C 1/24', 'C09D 5/23', 'C09D7-12', 'C09D 9/04', 'G11B 5/70', 'G11B 5/706', 'G11B 5/712', 'H01F 1/11']",Process for the preparation of iron oxide for magnetic signal registration,"Es wird ein Verfahren zur Herstellung von hoch ausrichtbaren nadelförmigen ferrimagnetischen Eisenoxiden für magnetische Signalaufzeichnungszwecke beschrieben, wobei auf gegebenenfalls mit Fremdmetallionen dotiertes Eisenoxidhydroxid in mehreren aufeinanderfolgenden Schichten alternierend Sauerstoff-haltige Anionen und mehrwertige Kationen aufgebracht werden, und das Eisenoxidhydroxid gegebenenfalls nach Temperung durch Reduktion und Reoxidation in ferrimagnetisches Eisenoxid überführt wird."
EP0005172,EP79100990,6036893,"Sat, 31 Mar 1979",1,"Wed, 29 Apr 1981","['C07D 311/16', 'D06L 4/614']","['EP 0005172 A1', 'EP 0005172 B1']","Wed, 14 Nov 1979",DE/2816028,de,"['C07D 311/16', 'C07D 405/04', 'D06L3-12', 'D06L 4/614']",Coumarin derivatives and their use as brightening agents for high molecular organic substances,"Zum Weißtönen von synthetischen Fasermaterialien, nsbesondere Polyestermaterialien, eignen sich vorzüglich Verbindungen der Formel
in der

R, und R2 = Wasserstoff, Alkyl, Aralkyl oder Aryl, (jedoch nicht gleichzeitig Wasserstoff)
X = Cyan- oder Estergruppe ist.


Die erzielten Aufhellungen sind wasch- und lichtecht. Man erhält die Verbindungen I z. B. durch Kondensation entsprechender Triazolylsalicylaldehyde mit Cyanessigestern oder Malonestern."
EP0004897,EP79100991,6036854,"Sat, 31 Mar 1979",1,"Wed, 18 Mar 1981","['C07D 231/12', 'C07D 233/56', 'C07D 249/04', 'C07D 249/08', 'C07D 249/18', 'C07D 261/12']","['EP 0004897 A2', 'EP 0004897 A3', 'EP 0004897 B1']","Wed, 31 Oct 1979",DE/2815956,de,"['C07D 249/04', 'C07D 249/18', 'C07D 261/12', 'C07D 401/04', 'C07D 403/04', 'C07D 403/10', 'C07D 403/12', 'C07D 405/14', 'C07D 411/04', 'C07D 413/04', 'C07D 413/10', 'C07D 417/04', 'C07D 521/00', 'C09B 57/00']","Process for the preparation of 1,2,3 triazoles substituted in the 2-position","Triazole der Formel
in der

R, Wasserstoff oder einen Substituenten, der in der Beschreibung angegebenen Art,
R2 einen Substituenten oder
R, und R2 zusammen mit den Kohlenstoffatomen des Triazolringes, an die sie gebunden sind, einen carbo-oder heterocyclischen Ring bilden und
R3 der Rest eines aromatisch-carbocyclischen oder aromatisch-heterocyclischen Systems sind,
erhält man auf elegante Weise, wenn man Verbindungen der Formel 11 mit einer basischen Verbindung, vorzugsweise einem tertiären Amin, behandelt. Die Triazole sind u. a. wertvolle Ausgangsmaterialien zur Herstellung von optischen Aufhellern."
EP0004902,EP79101016,6036963,"Wed, 04 Apr 1979",1,"Wed, 21 Apr 1982","['A01N 43/30', 'C07D 317/62', 'C07D 317/68']","['EP 0004902 A2', 'EP 0004902 A3', 'EP 0004902 B1']","Wed, 21 Apr 1982",DE/2816190,de,"['A01N 43/30', 'C07D 317/62', 'C07D 317/68']","Benzodioxolderivate, Verfahren zu ihrer Herstellung und ihre Verwendung als Synergisten in Schädlingsbekämpfungsmitteln",
EP0004903,EP79101017,6036937,"Wed, 04 Apr 1979",1,"Wed, 10 Dec 1980",C25B 1/26,"['EP 0004903 A2', 'EP 0004903 A3', 'EP 0004903 B1']","Wed, 31 Oct 1979",DE/2816152,de,"['C25B 1/26', 'C25B 9/19']","Method for preparing chlorine by electrolysis of hydrochloric acid, and electrolytic cell therefor","Es wird ein Verfahren zur Elektrolyse von Salzsäure zur Herstellung von Chlor und Wasserstoff nach dem Diaphragmaverfahren beschrieben, nachdem die Elektrolyse mehrstufig durchgeführt wird und die Sole nach jeder Elektrolysestufe vor Eintritt in die jeweils nächste Stufe entgast wird. Ferner wird eine für das Verfahren geeignete Elektrolysezelle beschrieben."
EP0004904,EP79101018,25774237,"Wed, 04 Apr 1979",1,"Wed, 29 Jul 1981","['A61P 9/08', 'A61P 9/10', 'A61P 9/12', 'C07D 239/70']","['EP 0004904 A1', 'EP 0004904 B1']","Wed, 31 Oct 1979",DE/2816123,de,"['A61K 31/505', 'A61K 31/517', 'A61P 9/08', 'A61P 9/10', 'A61P 9/12', 'C07D 239/70', 'C07D 401/12', 'C07D 403/04', 'C07D 403/12', 'C07D 405/12', 'C07D 405/14', 'C07D 417/04']","2-Amino-3a,4,5,6-tetrahydro-perimidin-Derivate, diese enthaltende Arzneimittel und Verfahren zu ihrer Herstellung","2-Amino-3a,4,5,6-tetrahydro-perimidin-Derivate der tautomeren Formel (1)
in welcher

R für Wasserstoff oder Halogen,
n für 1 oder 2,
R1 für Wasserstoff, Alkyl oder Aryl und
R2 für Wasserstoff, gegebenenfalls substituiertes Alkyl, Alkenyl, Cycloalkyl, gegebenenfalls substituiertes Aryl, Acyl, Amino, Mono- und Dialkylamino, Arylamino oder Heteroarylamino steht, oder
R1 und R2 gemeinsam für einen Alkylenrest stehen, der gegebenenfalls durch Sauerstoff oder Stickstoff oder die Gruppe S(0)m unterbrochen ist, wobei
m für 0, 1 oder 2 steht,

ein Verfahren zur Herstellung der Verbindungen und ihre Verwendung als Arzneimittel, insbesondere als kreislaufwirksame Stoffe."
EP0004917,EP79101049,6037317,"Fri, 06 Apr 1979",1,"Wed, 13 May 1981","['A61P 31/04', 'C07D 231/12', 'C07D 233/56', 'C07D 249/08']","['EP 0004917 A1', 'EP 0004917 B1']","Wed, 31 Oct 1979",DE/2816817,de,"['A01N 43/64', 'A01N 43/653', 'A61K 31/41', 'A61P 31/04', 'C07D 249/08', 'C07D 521/00']","Oximino-triazolyl ethanes, process for their preparation and their use as fungicides","Die Erfindung betrifft neue Oximino-triazolyl-äthane, ein Verfahren zu ihrer Herstellung sowie ihre Verwendung als Fungizide. Die Verbindungen der allgemeinen Formel


in welcher
R,R' und n die in der Beschreibung angegebene Bedeutung besitzen, werden erhalten, wenn man die Salze von Oximen

mit einem Halogenid in Gegenwart eines Verdünnungsmittels umsetzt. Die erfindungsgemäßen Wirkstoffe weisen eine starke fungitoxische Wirkung auf. Als Pflanzenschutzmittel können dieselben mit besonders gutem Erfolg zur Bekämpfung von Venturia-Arten, von Podosphaera-Arten sowie von Getreidekrankheiten verwendet werden."
EP0005182,EP79101050,6037319,"Fri, 06 Apr 1979",1,"Wed, 29 Jul 1981","['A61K 8/37', 'A61K 8/40', 'A61K 8/49', 'A61K 8/4946', 'A61Q 17/04']","['EP 0005182 A1', 'EP 0005182 B1']","Wed, 14 Nov 1979",DE/2816819,de,"['A61K', 'A61K 31/22', 'A61K 8/37', 'A61K 8/40', 'A61K 8/49', 'A61Q 17/04']",Composition against the action of light,"Die vorliegende Erfindung betrifft Mittel zum Schutz der Haut vor UV-Strahlung.

Gegenstand der Erfindung ist ein Lichtschutzmittel, das in einer Öl-Phase mindestens eine der Verbindungen der Formel I als UV-A-Filter zum Schutz der Haut gegen UV-A-Strahlung neben anderen geeigneten kosmetischen oder dermatologischen Zusätzen enthält.

Das Lichtschutzmittel kann z. B. Anwendung finden als Schutz vor natürlicher Sonnenstrahlung, vor künstlichen Lichtquellen sowie zur Behandlung von pathogenen Sensibilitäten, z. B. genetische oder gewerbliche, gegenüber UV-A-Strahlung."
EP0004918,EP79101051,6037318,"Fri, 06 Apr 1979",1,"Wed, 23 Sep 1981","['A61P 31/04', 'A61P 31/10', 'C07D 231/12', 'C07D 233/56', 'C07D 249/08']","['EP 0004918 A1', 'EP 0004918 B1']","Wed, 23 Sep 1981",DE/2816818,de,"['A61K 31/415', 'A61P 31/04', 'A61P 31/10', 'C07D 233/60', 'C07D 521/00']","(-)-2-(2,4-Dichlorophénoxy)-1-(imidazol-1-yl)-4,4-diméthyl-pentan-3-one optiquement active son procédé de préparation et médicaments les contenant",
EP0004927,EP79101083,6037315,"Mon, 09 Apr 1979",1,"Wed, 24 Feb 1982","['C08G 18/0828', 'C08G 18/5072', 'C08G 18/775']","['EP 0004927 A1', 'EP 0004927 B1']","Wed, 31 Oct 1979",DE/2816815,de,"['C08G 18/00', 'C08G 18/06', 'C08G 18/08', 'C08G 18/38', 'C08G 18/50', 'C08G 18/77', 'C08G 18/83']",In Wasser dispergierbare oder lösliche Polyurethane sowie ein Verfahren zu ihrer Herstellung,"Die vorliegende Erfindung betrifft in Wasser lösliche oder dispergierbare Polyurethanelastomere mit weitgehend linearem Molekularaufbau, welche end- und oder seitenständig sowohl Äthylenoxid-Einheiten aufweisende Polyalkylenoxidketten als auch Sulfonatgruppen aufweisende hydrophile Struktureinheiten aufweisen, sowie ein Verfahren zur Herstellung dieser Produkte, welches dadurch gekennzeichnet ist, daß man bei der Herstellung der Polyurethane derartige Struktureinheiten aufweisende Mono-und oder Diisocyanate und oder mono-und oder difunktionelle Verbindungen mit gegenüber Isocyanatgruppen fähigen Wasserstoffatomen mitverwendet."
EP0004928,EP79101084,6037102,"Mon, 09 Apr 1979",1,"Wed, 08 Apr 1981",D21C 3/222,"['EP 0004928 A1', 'EP 0004928 B1']","Wed, 08 Apr 1981",DE/2816473,de,"['C07C 49/00', 'D21C 3/00', 'D21C 3/22']",Dispersion to be used in the production of cellulose and process for producing cellulose using this dispersion,
EP0004929,EP79101085,6037104,"Mon, 09 Apr 1979",1,"Wed, 08 Apr 1981","['A01N 43/90', 'C07D 493/04']","['EP 0004929 A2', 'EP 0004929 A3', 'EP 0004929 B1']","Wed, 08 Apr 1981",DE/2816475,de,"['A01N 43/30', 'A01N 43/90', 'C07D 493/04']","Agents insecticides et acaricides contenant des dérivés d'isochromane, leur procédé de fabrication et leur utilisation",
EP0004931,EP79101097,6037647,"Tue, 10 Apr 1979",1,"Wed, 05 Aug 1981","['A01N 43/06', 'A01N 47/18', 'A01N 47/22', 'A01N 47/36', 'A01N 47/38', 'C07C 255/00', 'C07D 307/68', 'C07D 333/38']","['EP 0004931 A2', 'EP 0004931 A3', 'EP 0004931 B1']","Wed, 31 Oct 1979",DE/2817449,de,"['A01N 43/06', 'A01N 43/08', 'A01N 43/10', 'A01N 47/18', 'A01N 47/22', 'A01N 47/36', 'A01N 47/38', 'C07D 307/68', 'C07D 333/34', 'C07D 333/36', 'C07D 333/38']",Use of derivatives of furan and thiophene as plant-growth regulating agents,"Die teilweise bekannten Heterocyclen der Formel
in welcher

R1 für Alkyl oder gegebenenfalls substituiertes Aryl steht,
R2 für Wasserstoff, Alkyl oder gegebenenfalls substituiertes Aryl steht,
R3 für Wasserstoff oder die Gruppierung
steht, in welcher

Y für Sauerstoff oder Schwefel steht und
R5 für Alkyl, Halogenalkyl, Alkoxyalkyl, gegebenenfalls in Aryloxyteil substituiertes Aroxyalkyl, Alkoxy, gegebenenfalls substituiertes Aryl, gegebenenfalls substituiertes Aryloxy, Monoalkylamino, Dialkylamino, Alkenylamino, Dialkenylamino, gegebenenfalls substituiertes R6 und R7 außerdem gemeinsam mit dem angrenzenden Stickstoffatom für einen 5-bis 7-gliedrigen heterocyclischen Ring stehen,

R4 für Cyano oder die Gruppierung -COR8 steht, in welcher 
R8 für Alkoxy oder Amino steht, und
X für Sauerstoff oder Schwefel steht,

besitzen starke pflanzenwachstumsregulierende Eigenschatten."
EP0004937,EP79101109,6037652,"Wed, 11 Apr 1979",1,"Wed, 22 Sep 1982","['B01J 19/20', 'C08G 18/0895', 'C08G 18/10', 'C08G 18/6511']","['EP 0004937 A1', 'EP 0004937 B1', 'EP 0004937 B2']","Wed, 31 Oct 1979",DE/2817456,de,"['B01J 19/20', 'B29B 7/00', 'B29C47-00', 'B29C47-40', 'C08G 18/00', 'C08G 18/08', 'C08G 18/10', 'C08G 18/32', 'C08G 18/65', 'C08J 9/02']",Process for preparing thermoplastic polyurethane elastomers,"Kontinuierliches Verfahren zur Herstellung von thermoplastischen Polyurethanen durch Umsetzung von

A) einem oder mehreren im wesentlichen linearen Polyolen mit Molekulargewichten zwischen 400 und 10000,
B) einem oder mehreren organischen Diisocyanaten und
C) einem Hydroxylgruppen aufweisenden Kettenverlängerungsmittel mit einem Molekulargewicht unter 250,

wobei das Verhältnis der NCO-Gruppen von Komponente B) zu den zerewitinoffaktiven Gruppen der Komponenten A) und C) zwischen 0,90 und 1,2 liegt, in Extrudern, dadurch gekennzeichnet, daß als Kettenverlängerungsmittel C) ein Gemisch von mindestens 2 Glykolen eingesetzt wird, von denen eines in einer Menge von 50 - 99 Gew.-%, bezogen auf gesamte Komponente C), und ein zweites in einer Menge von 1 - 50 Gew.%, bezogen auf gesamte Komponente C), vorhanden ist."
EP0004938,EP79101110,6037546,"Wed, 11 Apr 1979",1,"Wed, 03 Jun 1981","['C07D 233/38', 'C07D 499/00']","['EP 0004938 A1', 'EP 0004938 B1']","Wed, 31 Oct 1979",DE/2817228,de,"['C07D 233/38', 'C07D 499/00', 'C07D 499/12', 'C07D 499/68', 'C07D 501/06']",Process for the preparation of semisynthetic beta-lactam antibiotics,"Ein verbessertes Verfahren zur Herstellung von β-Lactamantibiotika aus Aminoverbindungen der Formel
worin

X die restlichen Glieder eines in β-Lactamantibiotika üblichen Ringes und
R Wasserstoff oder Methoxy bedeuten, und aktivierten Carbonsäurederivaten der Formel
worin
R1 für einen organischen Rest,
B für gegebenenfalls substituiertes Phenyl, Cyclohexadienyl oder Heterocyclyl und
R2 für einen niederen Alkylrest stehen, besteht darin, daß man die Komponenten in einem Aceton-Wasser-Gemisch umsetzt, das Aceton und Wasser im Verhältnis 0,5 : 1 bis 3 : 1 enthält.
"
EP0004939,EP79101111,6037653,"Wed, 11 Apr 1979",1,"Wed, 09 Mar 1983","['C08G 18/10', 'C08G 18/61', 'C08G 18/6511']","['EP 0004939 A2', 'EP 0004939 A3', 'EP 0004939 B1', 'EP 0004939 B2']","Wed, 31 Oct 1979",DE/2817457,de,"['C08G 18/10', 'C08G 18/61', 'C08G 18/65']",Application de polyuréthanes thermoplastiques pour l'usinage dans des extrudeuses et/ou sur des calandres,"Verwendung von thermoplastischen Polyurethanen zur Verarbeitung in Extrudern und/oder Schmelzwalzenkalandern, dadurch gekennzeichnet, daß die verwendeten Polyurethane aufgebaut sind aus

A) einem oder mehreren höhermolekularen, im wesentlichen linearen Polyolen mit Molekulargewichten von 400 - 10 000,
B) Diphenylmethan- und oder Hexamethylendiisocyanat und
C) einer Mischung aus 85 bis 99 Gewichtsprozent Butandiol-(1,4) und 1-15 Gewichtsprozent mindestens eines Cokettenverlängerers aus der Gruppe Äthylenglykol, Diäthylenglykol, Triäthylenglykol, Propandiol-(1,2), Butandiol-(1,3), Hexandiol-(1,6), 2-Äthylhexandiol-(1,3), 2,2-Dimethylpropandiol-(1,3), 1,4-Bishydroxymethylcyctohexan und Hydrochinonbishydroxyäthyläther;

wobei das Äquivalentverhältnis von NCO-Gruppen der Komponente B) zu den zerewitinoffaktiven Wasser-stoffatomen der Komponenten A) und C) 0,9 : 1 bis 1,2:1 und das molare Verhältnis der Komponenten A) und C) 1 : 20 bis 5 : 1 beträgt."
EP0004945,EP79101124,6037747,"Thu, 12 Apr 1979",1,"Wed, 03 Mar 1982",C07D 239/30,"['EP 0004945 A1', 'EP 0004945 B1']","Wed, 31 Oct 1979",DE/2817697,de,C07D 239/30,Process for the preparation of 2.4-Difluoro-5-chloro-6-methylpyrimidine,"2,4-Difluor-5-chlor-6-methylpyrimidin wird durch Umsetzung von 2,4,5-Trichlor-6-methylpyrimidin mit Fluorwasserstoff bei 80 - 180°C hergestellt. Es findet Verwendung als Zwischenprodukt für die Herstellung von Reaktivfarbstoffen."
EP0005201,EP79101150,6038396,"Tue, 17 Apr 1979",0,,"['C08G 73/022', 'C08G 73/0226', 'D21H 17/56']",EP 0005201 A1,"Wed, 14 Nov 1979",DE/2819039,de,"['C08G 73/02', 'D21H 17/07', 'D21H 17/56', 'D21H 19/10']",Agent d'encollage pour papier,"Leimungsmittel für Papier in Form einer wässrigen Zubereitung von Salzen und/oder Quarternierungsprodukten von basischen Fettsäureamiden, die sich von Fettsäuren mit Schmelzpunkten von über 30° C ableiten."
EP0005202,EP79101151,6038230,"Tue, 17 Apr 1979",1,"Wed, 07 Apr 1982","['C08L 51/04', 'C08L 55/02', 'C08L 69/00']","['EP 0005202 A1', 'EP 0005202 B1', 'EP 0005202 B2']","Wed, 14 Nov 1979",DE/2818679,de,"['C08L 21/00', 'C08L 33/00', 'C08L 33/02', 'C08L 51/00', 'C08L 51/02', 'C08L 51/04', 'C08L 55/00', 'C08L 55/02', 'C08L 69/00', 'C08L 7/00']",Compositions de moulage thermoplastiques,"Thermoplastische Formmassen aus 1.) 70-30 Gew.-Tln. eines thermoplastischen Polycarbonats auf Basis von Dihydroxydiarylalkanen einschließlich solcher, die in o-Stellung zur Hydroxylgruppe Chlor-, Brom- oder Methylgruppen tragen, und 2.) 30-70 Gew.-Tln. eines Gemisches aus 25-100 Gew.-% einer Mischung aus a) einem Pfropfmischpolymerisat von 50 bis 95, vorzugsweise 50-70 Gew.-% eines Gemisches der Monomeren Styrol und Acrylnitril (im Gewichtsverhältnis 50:50 bis 95:5) auf 5-50, bevorzugt 30-50 Gew.-% eines Kautschuks bei einer mittleren Teilchengröße von 0,1-2, vorzugsweise 0,3 bis 1 µ, und einem Pfropfgrad von 0,2-0,5 aufgepfropft sind, und b) einem Pfropfmischpolymerisat von 40-10, bevorzugt 35-20 Gew.-% eines Gemisches der Monomeren Styrol und Acrylnitril (im Gewichtsverhältnis 50:50 bis 95:5) und 60-90, bevorzugt 65-80 Gew.-% eines Kautschuks bei einer mittleren Teilchengröße von 0,1-2 µ, bevorzugt 0,3-1 µ, und einem Pfropfgrad von 0,7-0,9 und 0-75 Gew.-% eines Copolymerisats von 95-50 Gew.-% Styrol, α-Methylstyrol, Methylmethacrylat oder Mischungen daraus und 50-5 Gew.-% Acrylnitril, Methacrylnitril, Methylmethacrylat oder Mischungen daraus, wobei die Pfropfmischpolymerisate a) und b) im Gewichtsverhältnis 1:3 bis 3:1 enthalten sind und ihr Kautschukgehalt 10-25, bevorzugt 15-20 Gew.-% ist."
